pH,Moisture (%),Bearing Capacity (kN/m²),Soil Type
4.7,8.11,134.57,Silty
7.18,48.68,153.44,Peaty
8.18,41.29,159.08,Peaty
7.51,36.97,412.35,Peaty
5.51,25.57,146.81,Silty
4.75,26.04,192.22,Sandy
4.66,9.93,438.53,Silty
5.39,18.57,288.84,Clay
6.09,33.02,353.98,Silty
7.42,15.43,394.19,Clay
8.72,37.84,109.02,Peaty
6.72,46.87,166.82,Sandy
5.55,24.86,213.68,Clay
7.36,46.24,221.63,Loamy
5.77,43.74,445.0,Clay
4.83,40.59,70.32,Sandy
8.01,7.95,109.73,Peaty
5.68,9.04,205.53,Sandy
6.33,18.62,383.72,Peaty
5.31,13.4,252.73,Peaty
4.75,47.9,434.53,Peaty
8.59,13.81,311.2,Sandy
4.58,34.54,427.71,Silty
8.14,19.65,418.1,Silty
4.56,41.73,348.76,Clay
6.26,10.73,69.81,Silty
6.54,49.09,176.44,Loamy
5.34,36.14,394.55,Sandy
5.51,15.83,194.78,Silty
4.8,22.35,190.47,Peaty
8.36,11.5,61.88,Sandy
5.33,22.93,260.77,Silty
4.98,24.08,53.48,Clay
7.37,44.92,215.4,Silty
6.17,15.47,154.57,Peaty
7.83,30.35,437.16,Silty
8.32,42.54,153.4,Silty
5.4,32.35,176.78,Clay
5.35,11.99,319.37,Sandy
7.22,25.17,144.23,Loamy
6.17,11.85,230.84,Clay
8.0,39.89,326.22,Sandy
5.97,34.51,423.09,Sandy
8.99,24.23,346.22,Silty
4.84,10.71,101.82,Peaty
5.49,45.93,52.03,Sandy
5.47,34.44,416.62,Clay
7.48,44.75,198.61,Loamy
6.95,38.85,355.6,Silty
6.08,18.44,137.59,Peaty
5.78,28.38,359.36,Peaty
5.89,25.48,424.39,Silty
5.76,23.48,405.96,Sandy
6.04,43.2,423.22,Clay
5.93,41.31,160.92,Peaty
4.65,10.94,56.21,Silty
7.27,7.86,87.33,Sandy
7.47,48.52,184.52,Peaty
5.17,7.14,300.22,Peaty
8.5,24.79,229.5,Silty
6.31,22.28,70.46,Loamy
8.02,34.44,195.41,Sandy
4.88,39.02,274.94,Clay
7.77,27.53,145.71,Peaty
5.28,6.82,50.74,Loamy
4.68,11.06,220.56,Silty
5.1,41.24,253.54,Loamy
7.79,33.59,62.23,Loamy
5.3,22.11,376.8,Sandy
7.9,32.26,161.67,Silty
8.38,10.04,210.09,Loamy
7.98,41.49,328.41,Silty
4.75,34.47,103.99,Peaty
7.97,21.74,179.07,Sandy
5.49,28.73,72.16,Clay
7.93,14.11,261.09,Loamy
5.1,44.72,50.99,Peaty
8.58,37.02,176.11,Clay
7.18,10.94,237.52,Silty
7.91,15.7,352.33,Silty
7.63,35.29,299.55,Peaty
4.52,28.41,299.47,Clay
5.42,28.64,179.88,Clay
7.76,5.73,367.15,Silty
4.81,12.28,420.68,Sandy
6.92,10.35,76.88,Loamy
6.4,35.36,346.96,Loamy
5.62,47.86,417.39,Silty
7.78,40.46,341.08,Clay
5.26,45.13,328.14,Clay
5.15,19.98,124.76,Clay
5.94,13.46,244.25,Clay
8.32,31.91,56.47,Sandy
8.63,42.08,227.15,Sandy
8.55,8.43,328.49,Silty
4.53,41.3,195.69,Peaty
4.74,22.04,187.51,Sandy
7.03,14.26,240.95,Sandy
6.67,12.78,67.41,Clay
5.85,40.88,365.61,Peaty
8.47,36.36,302.17,Silty
8.63,20.18,364.95,Silty
4.55,34.67,297.66,Clay
8.16,45.93,389.97,Silty
5.75,48.24,52.8,Silty
6.78,14.95,198.04,Loamy
5.41,13.24,373.79,Loamy
7.91,31.32,166.41,Silty
8.17,25.61,385.03,Clay
7.02,46.27,183.89,Sandy
5.31,45.2,327.79,Loamy
8.97,7.51,233.97,Loamy
6.48,49.52,152.26,Silty
5.29,29.79,153.32,Loamy
7.44,13.31,289.48,Peaty
7.85,33.57,283.25,Silty
6.75,6.39,421.08,Peaty
6.08,13.28,217.75,Clay
7.17,23.0,106.55,Silty
4.53,27.41,433.22,Sandy
7.58,31.39,331.66,Loamy
7.8,28.48,330.79,Clay
5.88,20.76,170.13,Sandy
4.98,46.07,369.63,Peaty
5.67,40.44,207.73,Sandy
5.92,28.89,136.61,Loamy
5.3,36.12,214.92,Clay
7.72,11.87,66.92,Peaty
8.66,26.94,347.74,Peaty
8.37,28.02,80.18,Loamy
4.82,24.17,428.17,Silty
7.4,42.18,278.97,Peaty
7.29,45.68,245.72,Clay
8.84,39.44,276.56,Peaty
5.01,46.78,287.14,Sandy
6.66,17.86,298.13,Loamy
7.57,16.36,374.64,Clay
5.78,41.72,211.94,Peaty
4.94,30.87,300.47,Peaty
4.58,6.05,128.13,Sandy
6.15,48.28,336.85,Clay
4.7,7.39,296.92,Silty
6.62,16.12,414.75,Silty
8.82,6.79,220.18,Loamy
7.17,25.05,152.66,Sandy
4.85,43.04,383.43,Peaty
5.44,20.6,194.09,Sandy
7.93,48.87,360.59,Peaty
5.95,33.56,362.42,Peaty
5.42,45.64,321.12,Sandy
8.18,28.42,98.52,Sandy
7.53,26.86,248.86,Sandy
8.92,15.82,355.63,Silty
6.03,28.03,220.21,Loamy
5.77,12.9,199.92,Clay
7.9,48.44,322.76,Peaty
5.25,29.01,220.44,Silty
5.12,13.26,315.03,Silty
8.15,46.66,239.0,Peaty
8.27,18.79,138.1,Loamy
5.01,21.41,322.71,Clay
7.01,15.08,94.35,Silty
5.35,33.29,323.59,Sandy
6.2,13.79,203.07,Silty
6.26,36.5,215.69,Sandy
8.64,14.61,114.12,Peaty
6.7,44.62,58.79,Clay
7.48,5.18,113.0,Peaty
8.23,24.06,120.21,Silty
5.89,40.33,294.19,Clay
6.86,37.76,177.49,Silty
5.63,30.19,94.86,Loamy
5.7,26.3,384.35,Peaty
5.5,39.32,213.0,Clay
8.5,19.84,74.26,Loamy
6.24,32.46,135.5,Clay
5.03,20.68,251.76,Silty
8.46,10.42,179.33,Sandy
6.91,15.02,217.53,Loamy
8.06,42.72,218.39,Sandy
7.55,12.32,263.16,Clay
7.73,22.37,408.92,Clay
7.03,21.08,392.13,Silty
6.41,17.1,399.78,Silty
6.42,16.28,119.53,Silty
8.93,18.69,404.98,Clay
5.17,18.05,372.24,Clay
7.0,40.27,115.99,Clay
8.35,12.06,112.97,Loamy
7.14,6.91,330.4,Silty
7.03,22.0,352.66,Loamy
7.59,27.29,275.87,Peaty
6.79,13.1,240.84,Sandy
7.47,45.78,118.44,Loamy
6.41,44.09,199.28,Sandy
5.55,11.69,162.44,Peaty
5.6,22.14,141.88,Peaty
7.16,18.76,381.72,Silty
5.06,26.31,372.54,Peaty
5.72,43.1,261.43,Peaty
5.37,32.41,290.11,Silty
7.08,27.83,363.56,Silty
4.65,18.74,90.46,Sandy
6.02,29.3,182.88,Sandy
6.79,42.52,70.72,Loamy
8.99,35.23,276.72,Loamy
5.08,11.16,90.06,Loamy
8.1,8.95,363.34,Silty
4.96,18.19,174.69,Silty
8.93,38.05,169.31,Sandy
5.76,35.08,289.33,Loamy
4.54,26.09,267.89,Peaty
6.94,46.29,61.48,Peaty
6.47,35.98,327.16,Peaty
7.13,26.25,431.17,Silty
6.25,42.85,289.39,Silty
7.25,5.4,114.96,Sandy
6.98,14.97,84.06,Sandy
7.26,21.28,98.18,Clay
7.58,46.48,347.93,Silty
4.79,46.95,123.35,Sandy
6.35,10.14,183.98,Silty
7.79,18.37,157.08,Clay
4.72,29.63,105.68,Clay
8.31,18.4,338.64,Loamy
4.69,21.26,284.5,Peaty
7.63,35.16,407.93,Silty
7.55,25.25,201.36,Loamy
5.17,27.92,219.34,Clay
8.49,39.16,158.58,Silty
7.19,40.92,65.09,Peaty
5.47,11.04,200.95,Loamy
6.25,13.86,384.52,Clay
5.85,13.37,314.53,Clay
4.82,43.65,425.19,Peaty
8.73,36.97,70.92,Clay
6.44,16.59,130.94,Sandy
5.8,18.35,77.16,Clay
8.88,16.69,141.02,Peaty
7.17,9.48,100.36,Clay
6.28,16.19,225.25,Loamy
7.78,35.03,87.25,Loamy
4.88,16.98,425.0,Loamy
6.44,13.19,298.28,Sandy
8.24,10.61,125.62,Loamy
5.68,19.85,446.8,Clay
8.62,20.73,216.61,Sandy
7.63,13.14,208.8,Peaty
6.61,42.79,430.03,Sandy
7.67,6.25,355.83,Sandy
4.87,23.05,371.02,Clay
6.43,48.81,381.51,Clay
6.17,25.74,113.39,Loamy
7.48,31.99,172.43,Sandy
5.72,32.62,185.05,Sandy
8.03,19.32,444.86,Silty
4.91,44.61,410.09,Sandy
8.6,21.7,159.77,Loamy
6.42,17.44,356.75,Sandy
7.84,10.3,310.27,Silty
8.11,43.14,188.43,Clay
6.07,13.09,152.09,Sandy
8.83,33.19,262.0,Clay
7.71,33.54,55.65,Sandy
8.83,41.68,171.7,Peaty
7.28,9.81,338.19,Loamy
7.47,20.88,170.44,Sandy
7.11,17.53,214.12,Silty
8.46,7.35,175.48,Clay
6.08,40.7,155.37,Silty
5.28,6.89,270.74,Clay
4.69,38.36,215.26,Sandy
8.57,24.04,350.89,Clay
6.74,45.18,345.1,Clay
7.07,19.96,421.92,Silty
4.82,36.5,430.89,Peaty
6.27,21.11,402.15,Peaty
8.12,13.55,424.59,Sandy
8.1,41.66,177.36,Peaty
8.93,42.9,188.88,Clay
6.61,15.31,327.48,Peaty
7.96,31.98,254.03,Sandy
6.87,30.98,316.83,Loamy
6.8,11.94,147.05,Sandy
8.34,39.03,260.19,Loamy
8.46,47.16,343.65,Sandy
6.12,10.7,101.99,Sandy
8.86,13.29,254.78,Silty
8.87,27.66,336.28,Silty
7.56,15.88,377.06,Silty
5.81,10.91,192.43,Silty
6.75,42.04,279.94,Sandy
5.28,38.93,279.97,Loamy
5.57,32.5,199.11,Silty
5.74,25.37,88.69,Sandy
5.82,32.3,193.32,Sandy
5.13,43.66,375.3,Silty
7.87,19.86,424.27,Sandy
7.52,10.44,375.7,Loamy
7.02,26.73,214.2,Peaty
6.27,19.85,94.29,Loamy
7.35,42.56,297.59,Sandy
7.37,40.83,384.8,Silty
8.08,11.87,430.88,Peaty
6.72,41.31,448.18,Silty
8.81,8.33,340.51,Peaty
6.04,10.95,244.13,Loamy
6.14,23.29,136.48,Peaty
6.56,12.14,380.69,Sandy
4.58,9.49,84.3,Silty
8.49,13.27,100.96,Loamy
5.07,15.11,131.71,Clay
5.01,48.04,317.34,Peaty
5.4,36.24,408.75,Peaty
8.04,27.95,232.6,Sandy
5.65,28.8,130.84,Silty
8.6,27.49,224.33,Silty
7.88,35.39,173.53,Peaty
8.88,41.52,61.34,Peaty
8.62,45.1,270.76,Sandy
7.72,33.19,196.85,Sandy
7.38,33.85,346.13,Loamy
6.2,17.24,177.26,Clay
5.29,22.1,354.91,Sandy
8.06,29.54,222.25,Silty
6.07,18.92,91.05,Sandy
5.98,14.35,347.75,Silty
4.92,14.74,167.14,Clay
6.63,34.69,168.68,Clay
6.98,17.42,318.65,Clay
5.04,22.73,328.59,Clay
4.56,23.19,99.48,Silty
8.82,25.4,423.22,Peaty
8.62,25.41,313.16,Peaty
6.47,46.93,312.68,Sandy
4.91,30.42,97.06,Sandy
5.18,23.82,107.67,Peaty
8.52,22.11,177.78,Silty
7.17,32.77,106.23,Loamy
7.72,14.67,325.47,Sandy
7.2,10.91,72.64,Silty
8.27,6.8,250.96,Clay
6.17,43.29,179.49,Peaty
7.01,16.09,432.58,Loamy
7.85,14.65,418.56,Clay
7.63,16.51,181.07,Loamy
5.39,32.69,149.25,Silty
7.91,17.99,242.63,Silty
6.16,22.56,215.08,Clay
5.17,32.52,206.52,Peaty
7.66,24.7,87.59,Silty
5.07,40.74,356.33,Sandy
7.2,33.48,416.4,Clay
7.03,18.68,347.14,Clay
4.59,11.93,183.2,Clay
7.01,16.25,234.62,Silty
6.21,40.95,390.65,Peaty
5.63,46.8,118.5,Clay
6.75,13.6,341.29,Sandy
7.02,38.89,134.95,Sandy
7.57,30.93,398.51,Silty
6.95,21.39,182.55,Loamy
6.71,43.5,171.0,Loamy
7.03,44.18,339.67,Clay
6.27,23.51,391.8,Loamy
7.07,35.83,268.06,Silty
4.65,16.3,310.47,Clay
5.54,41.04,156.9,Sandy
5.34,38.04,132.35,Silty
8.17,46.72,133.06,Sandy
7.57,21.87,438.81,Clay
8.49,36.21,110.96,Sandy
8.01,17.62,67.38,Clay
6.87,17.12,305.41,Silty
8.25,27.1,132.03,Clay
8.98,9.61,419.93,Clay
7.52,35.68,62.83,Silty
6.72,6.88,188.93,Silty
5.92,5.43,75.77,Sandy
6.98,12.98,255.38,Clay
8.68,9.28,359.48,Silty
4.84,26.93,306.08,Silty
5.37,17.07,225.73,Loamy
8.78,9.66,407.02,Loamy
4.63,40.59,93.22,Clay
4.59,22.8,302.04,Sandy
6.5,36.6,177.39,Silty
6.79,17.21,161.02,Sandy
8.51,42.28,230.59,Sandy
5.67,40.18,104.34,Peaty
4.51,31.1,190.53,Silty
6.65,31.02,400.04,Loamy
5.94,43.78,134.21,Clay
7.02,15.96,390.14,Silty
8.69,25.52,228.66,Clay
5.24,28.28,187.66,Clay
7.15,33.8,364.36,Loamy
5.66,46.88,53.08,Peaty
7.36,38.06,185.23,Silty
6.15,29.35,447.36,Clay
6.68,34.5,193.8,Clay
8.14,5.49,398.4,Silty
8.23,37.98,347.78,Clay
6.19,46.13,208.18,Sandy
5.6,48.86,83.95,Clay
8.77,47.85,285.79,Silty
8.29,26.74,120.01,Loamy
8.19,5.6,283.43,Clay
5.95,11.5,65.03,Sandy
4.81,35.49,264.16,Silty
5.36,44.4,163.41,Peaty
6.07,45.64,94.5,Peaty
4.56,20.97,314.01,Sandy
7.31,28.5,104.27,Silty
6.12,8.42,430.4,Silty
8.15,34.13,322.82,Sandy
5.5,39.63,397.48,Clay
5.86,12.02,251.75,Sandy
7.99,33.65,64.53,Loamy
5.07,11.4,53.31,Peaty
8.16,13.75,311.91,Silty
5.68,31.75,77.28,Peaty
7.24,39.4,229.28,Peaty
5.52,22.45,333.46,Clay
5.65,42.74,446.31,Peaty
6.29,14.77,290.33,Silty
7.31,7.09,70.97,Loamy
6.46,19.98,378.57,Clay
6.67,26.36,152.42,Silty
7.95,19.54,379.19,Sandy
5.87,48.74,54.87,Clay
5.44,46.79,190.5,Loamy
6.8,18.26,253.11,Peaty
5.78,18.56,311.5,Peaty
7.42,28.89,224.23,Peaty
8.65,25.52,278.23,Clay
6.7,43.17,341.17,Loamy
5.88,17.5,95.7,Sandy
6.37,40.9,355.18,Silty
8.75,31.87,263.56,Peaty
5.1,27.39,391.98,Clay
6.23,49.58,311.29,Clay
6.82,15.41,226.82,Clay
8.81,48.3,131.79,Sandy
7.56,35.72,256.44,Sandy
4.64,45.18,439.06,Clay
6.65,11.94,437.76,Silty
7.47,14.09,355.3,Peaty
5.37,8.99,208.26,Peaty
7.77,20.71,272.03,Loamy
8.29,47.66,115.15,Silty
5.99,10.74,205.53,Sandy
6.5,41.78,408.34,Sandy
5.5,35.64,279.24,Loamy
8.93,31.01,349.27,Silty
7.53,20.74,71.44,Sandy
8.26,42.81,116.28,Loamy
5.71,38.49,340.33,Loamy
8.71,34.83,70.89,Silty
6.27,34.16,194.43,Peaty
8.41,38.77,356.52,Loamy
5.43,48.55,347.05,Clay
7.87,47.28,83.49,Clay
5.03,31.31,384.46,Peaty
8.74,11.61,215.4,Silty
8.92,27.33,273.6,Loamy
7.59,21.5,115.47,Sandy
8.67,9.41,174.71,Clay
8.58,49.03,153.18,Clay
8.22,36.18,341.99,Loamy
5.53,21.66,54.83,Loamy
8.15,43.89,97.52,Clay
7.86,46.77,307.39,Sandy
6.51,9.68,305.57,Silty
7.49,5.33,217.16,Clay
7.22,24.75,261.67,Silty
8.92,12.22,119.84,Loamy
5.12,40.32,274.63,Silty
4.52,46.39,310.8,Loamy
4.79,5.86,420.06,Sandy
8.85,7.66,165.45,Loamy
4.74,21.86,62.73,Peaty
5.05,28.1,186.58,Sandy
5.56,41.52,277.83,Sandy
7.86,21.18,421.44,Peaty
5.45,7.88,281.29,Sandy
4.7,27.33,152.33,Clay
6.62,21.48,180.37,Silty
5.81,14.86,206.9,Peaty
6.55,35.21,234.13,Loamy
4.57,39.66,189.37,Sandy
7.57,24.23,222.58,Peaty
8.82,44.69,284.49,Silty
5.02,15.21,379.15,Silty
5.95,6.19,315.65,Clay
7.89,25.49,250.86,Clay
8.95,49.03,354.84,Clay
7.51,43.76,427.24,Silty
8.56,44.1,342.86,Silty
7.21,43.95,356.11,Sandy
8.29,19.61,252.91,Silty
7.71,13.86,427.37,Peaty
8.44,17.84,75.09,Clay
5.38,6.0,356.69,Silty
8.1,19.03,358.82,Peaty
5.33,47.37,266.25,Silty
6.55,48.84,435.88,Clay
7.97,20.92,342.11,Peaty
8.76,9.1,363.38,Clay
6.6,43.83,83.49,Loamy
5.05,21.47,102.84,Sandy
8.78,27.39,285.46,Clay
5.78,43.04,215.35,Clay
5.79,19.08,132.15,Sandy
8.93,28.15,319.01,Sandy
5.88,48.98,397.83,Clay
6.6,46.47,106.49,Silty
7.9,30.81,416.5,Silty
6.03,49.87,430.34,Silty
5.22,18.33,97.06,Peaty
4.76,21.24,371.19,Sandy
8.39,24.82,339.48,Clay
5.12,43.06,216.53,Peaty
8.2,39.43,288.22,Sandy
6.33,14.44,280.65,Peaty
7.52,23.65,222.22,Loamy
8.88,13.39,259.0,Silty
4.85,45.08,64.79,Peaty
8.1,21.49,181.93,Loamy
6.78,49.8,361.25,Clay
8.04,42.1,301.72,Silty
4.86,11.48,281.2,Silty
7.31,27.85,135.08,Clay
8.79,34.63,329.29,Loamy
7.92,46.75,195.1,Silty
8.83,14.61,418.65,Peaty
5.17,26.6,433.57,Clay
7.52,9.48,60.1,Silty
7.12,7.95,398.58,Silty
8.9,12.11,121.31,Sandy
6.51,5.04,421.26,Clay
8.47,30.62,181.69,Clay
4.89,17.1,141.46,Clay
8.06,22.48,203.44,Sandy
8.85,12.66,158.73,Loamy
6.48,20.22,234.3,Peaty
7.61,33.69,304.03,Peaty
6.62,21.82,326.62,Clay
6.36,49.17,296.89,Silty
7.37,7.72,251.53,Loamy
5.34,48.44,257.34,Peaty
7.08,20.28,444.46,Silty
4.79,16.37,298.98,Silty
8.67,31.85,442.11,Sandy
8.99,41.81,170.45,Clay
8.51,32.5,102.45,Clay
7.25,29.26,140.72,Silty
5.48,30.49,115.61,Silty
8.32,15.89,248.82,Sandy
6.13,45.97,432.68,Peaty
7.43,48.58,349.1,Loamy
6.14,8.03,332.36,Peaty
7.56,43.27,439.0,Peaty
7.0,33.67,76.18,Sandy
4.7,39.38,65.56,Clay
8.47,33.71,60.76,Sandy
6.66,48.35,338.95,Loamy
8.89,9.7,205.12,Peaty
6.0,41.16,263.77,Clay
6.44,7.91,153.51,Loamy
4.56,49.16,374.65,Peaty
6.68,30.5,243.07,Sandy
5.13,26.39,188.3,Loamy
5.94,37.94,66.64,Clay
8.07,39.16,92.34,Clay
7.47,34.77,73.4,Clay
5.4,46.41,263.4,Sandy
8.72,7.9,253.43,Peaty
6.79,24.71,443.86,Clay
5.02,14.16,220.71,Silty
5.25,38.94,110.78,Peaty
4.58,8.83,410.89,Loamy
5.68,27.45,106.32,Loamy
6.36,37.8,136.34,Clay
6.59,5.1,65.0,Sandy
8.62,26.94,175.17,Clay
4.62,5.68,135.88,Peaty
6.74,6.33,151.7,Loamy
6.29,41.66,161.32,Silty
6.13,18.69,391.56,Silty
8.74,44.21,213.23,Loamy
5.72,34.48,126.69,Loamy
5.09,18.09,94.19,Peaty
6.58,23.03,134.44,Clay
8.62,7.11,215.37,Loamy
4.61,45.84,396.91,Sandy
6.23,34.03,368.22,Clay
8.6,15.41,343.42,Loamy
5.31,5.3,345.56,Clay
6.04,31.22,146.2,Sandy
8.91,44.39,374.39,Sandy
8.95,43.3,293.09,Clay
6.53,13.99,438.2,Clay
4.96,12.02,218.43,Loamy
4.52,5.09,160.6,Peaty
8.77,47.53,259.81,Peaty
7.49,19.32,206.83,Peaty
5.14,25.87,371.21,Loamy
6.42,20.47,289.04,Sandy
7.68,16.59,192.65,Clay
5.38,5.71,330.68,Loamy
8.29,25.8,174.31,Loamy
8.7,40.68,295.64,Loamy
4.73,7.53,202.64,Loamy
4.93,18.49,369.13,Loamy
5.62,41.27,99.0,Clay
6.1,10.25,376.82,Loamy
7.85,35.3,385.34,Clay
5.35,6.86,82.16,Peaty
6.14,38.44,321.75,Silty
7.87,9.48,327.14,Clay
7.11,11.75,406.64,Sandy
4.92,9.77,374.25,Clay
5.66,47.02,373.19,Silty
5.82,24.6,275.92,Sandy
6.74,23.86,243.9,Peaty
7.62,44.78,102.26,Loamy
5.55,5.78,184.66,Sandy
6.53,25.21,95.88,Loamy
7.74,45.84,71.36,Silty
6.82,29.65,237.26,Clay
5.01,21.56,217.25,Clay
7.75,33.52,448.79,Silty
8.92,19.5,335.36,Sandy
7.58,38.49,374.0,Loamy
7.65,18.56,180.78,Loamy
5.74,19.95,370.47,Sandy
7.07,48.78,299.51,Loamy
6.63,27.58,244.69,Sandy
6.39,23.32,353.49,Sandy
5.97,32.99,389.83,Peaty
6.18,20.04,95.12,Clay
8.87,21.94,178.96,Loamy
8.49,30.22,214.41,Clay
6.7,6.0,166.55,Silty
8.49,46.22,94.72,Silty
6.79,15.87,429.0,Sandy
5.73,24.46,118.66,Loamy
5.36,34.23,330.01,Sandy
8.96,13.06,319.21,Clay
7.76,19.34,232.52,Silty
6.98,44.03,94.94,Silty
7.2,18.37,65.24,Silty
8.77,21.94,353.89,Silty
4.89,13.44,415.14,Sandy
8.05,6.55,180.51,Silty
7.95,42.53,155.24,Clay
5.72,5.62,339.14,Sandy
5.3,18.22,123.35,Peaty
5.29,20.97,356.17,Silty
5.54,41.29,181.55,Clay
4.79,9.86,299.75,Loamy
6.41,7.84,101.77,Silty
6.31,12.34,168.42,Peaty
6.68,44.78,434.24,Silty
5.42,24.5,373.21,Sandy
4.66,18.73,419.88,Silty
6.22,12.61,204.83,Sandy
8.63,48.17,213.93,Sandy
5.74,33.38,192.65,Sandy
8.53,35.67,414.08,Loamy
4.59,34.59,260.92,Sandy
8.01,9.98,132.91,Clay
7.46,15.05,391.5,Silty
7.78,6.88,91.24,Silty
7.16,35.64,368.19,Peaty
6.03,43.39,277.33,Loamy
5.35,40.37,374.51,Silty
5.44,18.12,351.83,Peaty
4.84,11.35,254.08,Loamy
5.08,13.73,238.68,Clay
8.56,36.9,149.33,Clay
8.26,24.07,174.89,Sandy
6.57,49.84,60.88,Peaty
5.19,43.95,413.56,Clay
4.83,8.94,188.48,Clay
4.82,29.44,313.43,Peaty
7.23,24.1,297.26,Silty
7.09,11.1,132.21,Peaty
8.16,19.31,61.56,Sandy
5.2,39.55,269.68,Loamy
7.06,48.59,187.6,Clay
7.35,46.56,291.4,Peaty
7.31,33.22,315.55,Peaty
7.15,22.06,367.11,Sandy
8.98,22.38,432.79,Sandy
8.02,16.0,347.03,Sandy
5.01,32.13,326.3,Sandy
5.31,21.99,95.71,Loamy
8.96,36.96,304.87,Sandy
4.51,45.94,342.4,Sandy
8.26,42.47,174.82,Loamy
6.29,12.77,246.32,Sandy
8.1,24.67,221.45,Loamy
5.45,46.42,414.85,Peaty
8.06,34.27,177.35,Silty
6.53,34.21,447.26,Sandy
6.65,37.09,273.6,Clay
5.57,10.54,286.06,Silty
6.57,31.63,102.73,Silty
5.22,41.34,179.84,Loamy
6.02,48.04,186.64,Sandy
7.17,24.52,97.49,Loamy
8.45,46.91,255.12,Sandy
6.49,29.95,377.23,Clay
8.59,37.26,399.76,Clay
4.85,27.73,212.36,Clay
8.67,15.01,334.94,Loamy
5.79,31.3,238.08,Silty
6.48,30.57,329.1,Loamy
8.26,41.95,411.51,Loamy
7.39,6.41,50.11,Peaty
6.04,22.25,400.03,Peaty
8.99,16.01,177.36,Silty
7.11,11.5,383.07,Clay
8.01,5.58,394.36,Loamy
7.46,9.99,365.16,Sandy
8.33,39.73,367.03,Clay
4.9,37.87,98.83,Sandy
5.35,34.34,69.44,Clay
7.07,25.56,164.97,Sandy
5.41,44.67,272.25,Clay
4.98,39.07,398.88,Loamy
5.04,22.3,390.37,Silty
7.52,46.74,264.68,Silty
6.51,49.34,248.75,Peaty
8.47,16.21,201.57,Loamy
8.24,38.92,287.45,Loamy
8.26,8.64,442.87,Clay
8.83,19.5,259.74,Silty
8.49,31.51,399.57,Sandy
5.13,22.53,84.57,Peaty
4.8,30.88,312.42,Peaty
6.01,28.49,171.72,Sandy
5.9,30.86,308.29,Silty
5.16,9.45,249.99,Peaty
7.79,39.21,226.6,Sandy
7.99,46.8,409.21,Clay
5.1,8.03,92.15,Clay
5.47,19.23,111.32,Peaty
8.95,15.53,322.02,Sandy
7.12,38.28,338.45,Loamy
5.69,8.01,85.98,Silty
6.75,42.06,373.07,Loamy
4.51,13.22,293.72,Sandy
7.25,45.31,286.82,Clay
7.65,5.59,322.47,Clay
4.72,16.63,443.45,Peaty
5.31,37.98,195.19,Silty
6.55,16.2,293.96,Silty
8.55,6.25,402.41,Loamy
7.55,8.51,353.62,Peaty
8.06,33.5,308.28,Peaty
8.79,38.5,97.02,Clay
7.4,22.94,395.97,Silty
7.72,33.93,388.36,Silty
7.61,13.46,74.13,Sandy
5.71,11.95,219.33,Silty
6.63,21.83,227.39,Peaty
7.2,31.53,331.02,Peaty
8.03,28.09,215.66,Clay
7.5,21.23,225.17,Peaty
6.44,19.13,257.71,Clay
6.99,7.38,89.33,Silty
7.59,18.06,325.97,Sandy
4.93,33.46,109.32,Clay
7.46,37.5,141.99,Clay
5.26,8.36,320.78,Sandy
5.05,45.46,292.01,Loamy
7.76,11.93,314.7,Silty
6.9,48.92,56.16,Sandy
6.22,18.03,409.29,Peaty
6.86,13.05,78.52,Sandy
6.96,33.0,273.23,Loamy
8.1,24.94,199.96,Loamy
4.79,6.25,303.64,Sandy
4.68,27.16,99.46,Peaty
5.74,6.7,129.0,Clay
5.13,26.64,448.4,Clay
8.94,40.78,299.13,Peaty
4.76,37.68,323.91,Peaty
6.83,5.32,235.67,Silty
8.75,7.07,226.25,Loamy
5.71,12.2,169.94,Loamy
8.82,43.74,265.18,Loamy
7.99,22.97,409.18,Loamy
5.01,15.72,281.66,Sandy
7.51,7.26,97.09,Loamy
7.77,46.4,274.19,Clay
8.67,24.28,347.51,Sandy
8.76,29.24,385.55,Silty
5.76,14.37,91.69,Clay
5.14,45.71,423.53,Loamy
5.89,35.89,73.03,Silty
6.11,39.44,193.71,Sandy
4.96,21.06,227.41,Peaty
5.04,5.89,61.82,Clay
5.47,23.47,307.19,Silty
4.88,17.29,204.93,Sandy
8.03,45.26,336.34,Silty
6.8,44.55,441.65,Sandy
5.88,29.96,126.67,Sandy
5.07,38.48,157.68,Sandy
4.57,8.11,97.32,Clay
8.59,42.18,442.61,Silty
7.76,22.24,429.16,Loamy
7.91,30.61,390.06,Loamy
8.95,21.81,199.33,Loamy
4.56,32.9,416.5,Sandy
8.43,12.5,278.99,Clay
6.21,44.39,319.52,Silty
6.3,31.98,434.58,Sandy
6.27,9.33,110.88,Clay
7.02,40.81,383.94,Sandy
8.79,21.93,444.39,Clay
8.77,7.55,59.34,Silty
8.54,7.1,443.46,Silty
7.66,40.13,310.38,Peaty
8.89,29.51,164.04,Silty
8.55,25.95,61.18,Silty
6.02,7.43,149.43,Peaty
7.65,47.58,225.09,Peaty
5.06,9.15,146.86,Silty
8.06,23.71,435.7,Peaty
4.82,7.43,350.82,Loamy
4.89,20.34,342.57,Peaty
7.89,31.75,253.4,Silty
6.98,15.11,103.09,Peaty
8.42,13.39,284.12,Silty
8.62,35.53,65.65,Loamy
8.7,28.05,373.92,Peaty
4.97,19.47,118.67,Peaty
5.03,19.02,426.36,Clay
